Brand,ASIN,ItemModelNumber,Q,A,Votes,Date,Customer Name
iSpring,B008H71Q4C,ICEK,What tools are needed to install the system?,"Hi,This unit includes all the necessary items to complete the installation but you may need a drill to create a hole in the kitchen counter to accommodate the brushed nickel faucet. For more details, please contact us directly at (678)261-7611.Regards,iSpring Water Systems, LLC ",0," May 28, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Maybe im not used to clean drinking water. It tastes strange. Is this normal?,"Strange taste shouldn't be normal. A strange taste to the water from the filter could come from the newly-installed faucet or the filters. The manufacturer recommends flushing the system immediately after installation - running water through the system for at least 5 minutes. I remember flushing my system for closer to 10 minutes to remove taste problems. If that doesn't help, it might be a problem with the filters or a water chemistry problem. ",0," July 30, 2022",Jeffrey Taylor
iSpring,B008H71Q4C,ICEK,Where are these made?,I don't know where but I can tell you that it is made very well. The top is powder coated steel. We have had ours for several months now. It works great. No leaks.,0," July 8, 2018","I don't know where but I can tell you that it is made very well. The top is powder coated steel. We have had ours for several months now. It works great. No leaks.
john · July 8, 2018
See all 2 answers"
iSpring,B008H71Q4C,ICEK,Will this work in rv,"Hi Christine, Yes! but will only work under the sink. If you want a RV water filtration system, please search for the CW21 and CW31 models.https://www.amazon.com/dp/B0B9HQ5GRR?th=1https://www.amazon.com/dp/B0B9FCCWC5Please reach out to our customer service team for more questions.iSpring Water Systems, LLC ",0," August 22, 2022",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,What is the difference in this and the 6 stage?,"Hi,The first 3 stages are exactly the same but the 6 stage includes reverse osmosis for the 4th stage which removes over 1000+ different kinds of contaminants, post-carbon filtration for the 5th stage, and an alkaline filter as for the last stage that restores the natural alkalinity and mineral balance of water which gives it a more natural taste.For immediate assistance, please call us at 678-261-7611 or visit our website and click the ""Support"" link on top to create a support ticket. We will respond within 24 business hours.Thanks,iSpring Water Systems LLC ",0," May 25, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,"What type (number) certification does this unit have? is it nsf 61, nsf pw or something else? please specify what nsf # it is. Thx",,0,,
iSpring,B008H71Q4C,ICEK,can i please see the laboratory testing results regarding what is removed and the percentage?,We do not have testing performance data for the US31 but do for our Reverse Osmosis systems. RO systems provide the best protection and our units have been certified by both NSF and the Water Quality Association. Please contact our support department directly and we can provide certification documentation.,0," March 4, 2022",A manufacturer
iSpring,B008H71Q4C,ICEK,Does ISpring sell any 0.5 micron cartridge? It comes with 5 micron which is poor comparing with other 0.5 micron filters,"Hi there, the smallest we have is the 5 micron variant. Sorry for the inconvenience. For contaminants smaller that 1 micron, I highly recommend an RO system. Please check out the RCC7 model.iSpring Wawter Systems, LLC",0," March 28, 2023",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Are there any water cooler/dispensers that you can connect this to? Seems like they all have their own filters if they're bottle-less,"Hi,You could connect to a water dispenser if the dispenser is compatible with our system and connections. We apologize as we do not have a brand or model to recommend to you.Thank you,iSpring Water Systems LLC ",0," December 10, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Is a 50’ run too long? Have to go up one wall and down another.,It shouldn't be too long. It will pressurize and should provide the pressure you have right now.,0," February 20, 2020",Jeff Lesmeister
iSpring,B008H71Q4C,ICEK,Lg fridge manual says only use copper or pex tubing for water hook up. is this considered pex?,"Yes this is considered pex tubing. I hooked this up to my fridge as well and got rid of the existing copper, after many years of being on a well it was time for new. My TDS went from 412 to 38 at the fridge and even lower At the new RO faucet.",0," March 28, 2016",The Bricky
iSpring,B008H71Q4C,ICEK,"I've got a 1/4"" copper line. Can this feed right into the t-connector or do I have to buy some sort of 1/4"" copper to 1/4"" tubing adapter?",Yes I used my copper line from the fridge to the t-connector from the RO .saving lots of money and no plastic bottles to deal with,0," February 28, 2016",timothy
iSpring,B008H71Q4C,ICEK,Can you use this if you don’t have a filter? Just to connect water supply under sink to back of fridge for ice maker?,"Hi there, Yes! You only need to install a feed water adapter (AFW43 model) in your cold line so you can connect the 1/4"" tubing. You may also need to check with your fridge manufacturer if there's a max pressure limit. Most brands has a 40 psi incoming pressure limit and you will need to install a 40 psi pressure regulator (APR40 model).iSpring Water Systems, LLC ",0," September 3, 2021",A manufacturer
iSpring,B008H71Q4C,ICEK,Ice make stopped working,Doubt if it has anything to do with your water filtering system. Maybe trigger in freezer got moved to stop water intake,0," July 10, 2018",Amazon Customer
iSpring,B008H71Q4C,ICEK,"Are the filters truly 10"" or are they 9 3/4"" ?","The filters are 9-3/4"" x 2-7/8"".",0," November 25, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,"Looking for a faster flow than most typical water faucets, we drink a lot of water. Will the New Version make a difference over the old version in reg","Hi,This is an updated system but you should expect similar results in terms of flow. For this system the flow rate is determined by your incoming water pressure (PSI) from your source water.Thank you,iSpring Water Systems LLC ",0," June 6, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Instructions says i should have 4 blue lock clips. I only have 2. I am missing the ones for the faucet fittings. anyone else missing these?,"Hi Maxx, Sorry for the missing lock clips. We can rush order them asap. Please reach out to our customer service team and provide your order details. We're looking forward to your communication.iSpring Water Systems, LLC",0," May 25, 2021",A manufacturer
iSpring,B008H71Q4C,ICEK,I’m installing a portable sink in my fish room and it already has a standard faucet. Can I connect the filter system directly to the existing faucet?,"Hi,Yes, you can do that as long as it uses 1/4"" tubing connection, but the reason why we provide a dedicated faucet for our RO system is that it's made of food-grade material that is safe for consumption, unlike a regular faucet. For more details, please contact us at (678)261-7611 or visit our website and click the ""Support"" link on top to create a support ticket. We will respond within 24 business hours.Thanks,iSpring Water Systems LLC ",0," July 10, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,what is the max temperature this hose can sustain if run on the attic?,"Hi,The components are made of food-grade material and are safe to use as long it's not on boiling temperature. For more details, please contact us at (678)261-7611 or visit our website and click the ""Support"" link on top to create a support ticket. We will respond within 24 business hours.Thanks,iSpring Water Systems LLC ",0," July 13, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,"My sink is on an island and fridge is across the way against wall. With no basement, how do I get tubing across tile floor to fridge?","Hi Andrea,Thank you for posting your question. Unfortunately, there's no way you can install this without having the tubing run across tile your floor. You may need to do some tile work to run the tubing under the floor if that the easiest route available.Kind Regards,iSpring Water Systems ",0," September 20, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Does this remove chloramine?,"Thanks for your interest in the iSpring under-sink water filter system. Removes sediment, chlorine, and more to produce colorless, tasteless, and odorless filtered water. Manufactured to comply strictly with FDA standards and tested by an independent third party against NSF/ANSI standards (42, 53, 61). If you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help! ",0," February 14, 2023",A manufacturer
iSpring,B008H71Q4C,ICEK,How rigid is the tubing?,"The tubing is quite rigid, although it allows for broad bends.",0," July 14, 2017",Dockguy
iSpring,B008H71Q4C,ICEK,Does this tubing have the proposition 65 warning?,"Hi,No the tubing does not have a Prop 65 warning. Please contact our office at 678-261-7611 if you have any additional questions.Thank you,iSpring Water Systems LLC ",0," July 15, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,What parts do I need to purchase if I need to make the tubing longer?,QUICK CONNECTOR FOR THE SIZE OF THE TUBING .250 DIA.,0," December 15, 2015",JERZY R.
iSpring,B008H71Q4C,ICEK,which plastic material is tubing made out of?,"Polyethylene Tubing If you have other questions, please call us at 678-261-7611 (M-F, 8:30 - 5:30 EST), text us at 470-560-0012 (M-F, 8:30 - 5:30 EST), or email us at support@123filter.com. We are happy to help!",0," May 4, 2023",Customer S.
iSpring,B008H71Q4C,ICEK,Can the faucet handle be installed on either the left or right side?,Mine only on the right side of the spigot. If you're a lefty just hold your vestle in your left hand and use your right hand to operate the valve.,0," January 28, 2019",john
iSpring,B008H71Q4C,ICEK,Is there a way to connect this filter tubing directly to a sink hose so that the filtered water comes out to normal sink faucet when using cold water?,"Hi David, We only recommend using the faucet included, This is to avoid any unexpected issue that we may not be able to resolve for you. Please reach out to our customer service team for additional questions.Stay safe and have a great day!iSpring Water Systems, LLC ",0," December 3, 2021",A manufacturer
iSpring,B008H71Q4C,ICEK,Any reason why my ppm went up? I flushed 5 gallons already.,guessing filters are not good as they say.,0," September 9, 2021",FlyingPig1234
iSpring,B008H71Q4C,ICEK,Has anyone independently tested this? it's not nsf certified...,"Hello,Manufactured to comply strictly with FDA standards and tested by independent third party against NSF/ANSI standards (42, 53, 61) for water quality, material safety and structural integrity.",0," March 23, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Will this connect to a subzero refrigerator ice maker that doesn't have a water dispenser?,,0,,
iSpring,B008H71Q4C,ICEK,"After installing the ice maker kit, I have very little pressure from my cold water faucet and water at the fridge is very weak as well. What is wrong?","Hi Mark,Thank you for asking this question. There could be a lot of reasons why you're having low pressure after installation. Please make sure that the distance from the RO to the tank is within 15 feet. Additionally, make sure that the tank pressure is sufficient to perform the task. Make sure that the fridge and icemaker don't have a minimum pressure requirement that exceeds what the pressure tank can provide. EX: Some refrigerators or icemakers need at least 40 psi to work. You can use a gauge at the front air valve to check tank pressure.For additional troubleshooting, please contact our customer service dept. at 678-261-7611 or via email at feedback@ispringfilter.com.Kind Regards,iSpring Water SystemsTel: (678) 261-7611Email: feedback@ispringfilter.com ",0," September 4, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Will this system remove nitrates in my well water?,"Thanks for the question! Unfortunately, this system will not help with nitrates. You would need a reverse osmosis system like our RCC7 system.Kindest,iSpring Team ",0," January 31, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Can you use this kit to connect to an existing water line?,"Yes, it can extend the existing line or open an additional line for fridge/water faucet. It has a valve, a connector to fridge or water faucet, and a T-way connector for additional line. Make sure to read the instruction carefully when installing the connector to the fridge/water faucet.",0," August 25, 2017","Yes, it can extend the existing line or open an additional line for fridge/water faucet. It has a valve, a connector to fridge or water faucet, and a T-way connector for additional line. Make sure to read the instruction carefully when installing the connector to the fridge/water faucet.
Hai Le · August 25, 2017
See all 5 answers"
iSpring,B008H71Q4C,ICEK,How effective are these filters against bacteria and amoeba? Are the standard carbon filter included the best for it? we have well water...no chlor,"Hello,Thank you for contacting support. If you are on well water, we recommend that you install a whole house system first before installing a water filtration system or an RO system since the well water will clog this filter too fast. Please call our office at (678) 261-7611 for more information.",0," December 30, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Will this work with a Hydrotech RO system?,,0,,
iSpring,B008H71Q4C,ICEK,"my domestic water is about 110psi, what are all the provided fittings rated? is it gona leak or required a pressure reducer?","I've actually installed numerous water purification systems and used this product to extend the distance. The tubing is 1/4 outside diameter and some tubing could handle that kind of pressure. My concern would be where they connect to ""snap in"" connectors. This to me would be your weakest point in the system. If I were you I would go to a local building supply business and find what they have and what the ratings are. I personally would be hesitant to use this without a pressure reducer. A decent water pressure reducer should not cost to much, but I would still go to a building supply company or call a plumber and ask some one who could show you the rated pressures on these items. Wish I could have been more help but water leaks can become very costly and I would hate to give you the wrong advice. ",0," May 10, 2016",The PC Pal
iSpring,B008H71Q4C,ICEK,How do I contact the seller? They sent me one without the faucet....,(678) 261-7611 ispring customer service.,0," April 21, 2020",Sumit Kumar
iSpring,B008H71Q4C,ICEK,"My under sink water filter line says 3/8"" OD...is this the correct tubing??","I/4"" tubing is 3/8"" od. Many of the fitting are described as being for 3/8"" od tubing. This is the same as describing 1/4"" tubing. If it were 1/4"" od, the id would have to be so small, it wouldn't pass much water.",0," April 21, 2016",Loren D.
iSpring,B008H71Q4C,ICEK,"Ordered this item early in june. ups label initiated. package never received by ups. thus, package never delivered. where is my package?",,0,,
iSpring,B008H71Q4C,ICEK,Can I connect to the Tee and Shutoff to an existing copper line?,"Hi Wood,Yes, you can connect them to a 1/4-in. soft copper tubing.iSpring Water Systems678-261-7611 support@ispringfilter.com ",0," August 31, 2018",A manufacturer
iSpring,B008H71Q4C,ICEK,"Unless it also removes flouride I wouldn't be interested , does it remove at least 90% of flouride?","Hello,.It removes common sediments in drinking water, like dust, sand, particles, dirt and rust. Effectively removes lead, arsenic, heavy metals, VOCs and harmful chemicals cloudiness and colors and more. It also can control bacteria and parasites and remove chlorine taste and odor. You need an RO System to remove Fluoride. ",0," March 27, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Does this come with tubing to connect to the refrigerator?,"Hi,The system includes tubing that can be used to connect to the refrigerator and the RO faucet depending on the distance. In order to better assist you, please contact us directly at (678)261-7611",0," October 8, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,"Can i use this for a pre-filter to a ro system? whole house option not available, well water also contains sediment. do i need to pre-filter to ro","Hi,An RO system already comes with this pre-filters, it is not needed to add this system as a pre-stage for an RO system. THis is the Link for our whole house systems; https://www.amazon.com/stores/page/89A70A64-F1FE-4146-A963-4C6EE335A3DB?ingress=2&visitId=0f7cadf4-651b-485b-a5d0-88cf454a16fa&ref_=ast_bln / If you need further assistance you can open a support ticket at https://www.123filter.com/ost/open.php?topicId=13 ",0," May 6, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,Can this pipe burst ?,"Not at all, everything works Excellent/Great 👍👍😙 and incouple of days I'm going to order the ""Filter Replacement. I'm loving it we have wonderful tasty water!!",0," July 27, 2018",Gago
iSpring,B008H71Q4C,ICEK,If you choose the “without faucet” option where would you put your drain hose?,I installed this with ispring ro500 under sink with faucet. It has separate drain hose that installed into a sink drain pipe and used t connection to connect one hose to faucet on sink and one hose to the refrigerator ice maker and water. This eliminated refrigerator filter. Hope this answer your question,0," June 20, 2020",choung kavan
iSpring,B008H71Q4C,ICEK,What size hole is required for the faucet?,Most kitchen sinks come with multiple holes that are all a standard size and that size is correct for this filter faucet.,0," March 12, 2020",Robert W
iSpring,B008H71Q4C,ICEK,What is the flow rate?,"Hi,The flow rate for this unit is up to 1 gallon per minute depending on the water pressure that feeds the unit. For more details, please contact us directly at (678)261-7611.Regards,iSpring Water Systems, LLC ",0," May 30, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,What’s the Color or finish of the water faucet? Chrome or Brushed nickel?,"Hi,This new upgraded unit includes a brushed nickel faucet. For more details, please contact us at (678)261-7611",0," October 8, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,My filter has a papery/chlorine flavor (day 3). Any way to fix it?,"Hi,This could be caused by the new filters and should go away once the filters have broken in. If this issue persists, Please contact our office at 678-261-7611 for assistance.Thank you,iSpring Water Systems LLC ",0," March 27, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,This is not actually nsf/ansi certified?,"Thank you for the question. This system has not yet been certified, but it has been tested to meet the NSF standards.Kindest,iSpring Team ",0," April 29, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,do you have oil rubbed bronze drinking spout ispring us31?,"Hi,We have available oil rubbed bronze that resembles a matte black finish. For more details, please contact us directly at (678)261-7611.iSpring Water Systems, LLC. ",0," March 19, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,What happend to my order?,I just answered a question,0," January 21, 2019",Gerald Walters
iSpring,B008H71Q4C,ICEK,Can you get this system with the black faucet?,No idea. Check with manufacturer.,0," June 2, 2020","No idea. Check with manufacturer.
Working gal… · June 2, 2020"
iSpring,B008H71Q4C,ICEK,Does it include all the parts needed for the installation?,"It's supposed to, but mine was missing a part and I had to go to lowes to get something as a substitute.",0," December 15, 2015",J Covert
iSpring,B008H71Q4C,ICEK,Can this kit work on an watts air gap 3 stage ro system? there are three tubes going in and out of the air gap faucet.,"The answer should be yes. I cut my line to the facet and installed this system to my refrigerator. The problem I had was the tube to the facet is 3/8” and all connectors in the fridge connection system are 1/4”. I purchased converters from 3/8” to 1/4” Nd took out enough tubing from the facet to help make the connection. The converters can be purchased at most hardware and big box stores. I like mine after I figured out all the parts needed. The manual is of Zero help. Also, on the refrigerator end, I used the brass ring and nit long with the plastic reducer, small tube inserted in the end of 1/4” tube. Tightened up and no leaking. I think it was well worth the purchase and effort. Good luck! ",0," December 11, 2018",Jeff Lesmeister
iSpring,B008H71Q4C,ICEK,Can this system be hooked up to a commercial cappacino machine?,Yes you would connect it through the water line that goes directly to the machine.,0," April 20, 2021",Stuff’R’Us
iSpring,B008H71Q4C,ICEK,Does this system remove Manganese from the water?,"Hi Justin,Unfortunately, the US31 can't remove manganese. You will need the WGB21BM instead. Please see this linkhttps://www.amazon.com/iSpring-WGB21BM-Filtration-Manganese-Reducing/dp/B088C1T9ZRStay safe and have a great day!iSpring Water Systems, LLC ",0," March 10, 2021",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Down to what micron does this filter? It seems to be conspicuously vague about what's getting filtered.,"Hi there, The US31 systems use 5 micron filters. The system is highly recommended for City water supply to further improve the taste and odor. This system is mainly used to filter heavy metals and excessive chlorine which is common in City water. Please reach out to our customer service team for more inquiries. We're always ready to help!iSpring Water Systems, LLC ",0," December 30, 2021",A manufacturer
iSpring,B008H71Q4C,ICEK,Is it compatible with all RO systems?,"It should work with pretty much all RO systems. very easy hook up. the kit comes with everything you need in it. It took me less than ten minutes to connect my water line to the refrigerator, just make sure the connection is good so that there will not be any leaks. Good product!",0," December 15, 2015",Yahoo tang
iSpring,B008H71Q4C,ICEK,"I have a copper line that goes from my sink undercab w ro system, it goes under cabs/stove to fridg. is this what i need to tap into the copper line?","The copper line, is that sending water to the RO?The is PEX to send water from the RI to an ice maker. There is no adapter included to change copper to PEX.",0," November 26, 2016",Vet retiredV
iSpring,B008H71Q4C,ICEK,How do I return?,Best way to help customers is draw a picture of what it is now and thx way you want it,0," December 23, 2018",Gerald Walters
iSpring,B008H71Q4C,ICEK,Does this still allow water from RO to go to sink faucet? Is it basically a splitter so some water goes to faucet and some to fridge?,All the hardware is there to split it off to an ice maker and to your faucet. Or to 2 faucets if you like. I used this kit so I could move the filter system down to the basement and run it up to my faucet (which I now have two) and I purchased an additional splitter to connect to my refrigerator. Works like a charm and easy to install. This kit also works with any of the water systems that use a 1/4 inch outside diameter tubing. ie... APEX. ,0," June 19, 2016",The PC Pal
iSpring,B008H71Q4C,ICEK,Does this really take up to 2 months to ship?,"Hi,This system is currently in stock with iSpring Water Systems LLC. We wholesale these systems directly to Amazon and if you are purchasing from Amazon directly, they may have provided the 2 month ETA since they may be out of stock on the item. Please let us know if you have any additional questions.Thank you,iSpirng Water Systems LLC678-261-7611 ",0," September 24, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Do you sell only the tube separately?,You can purchase extra tubing,0," April 17, 2022",Randy F.
iSpring,B008H71Q4C,ICEK,What is the width of the unit including the water connectors?,Product Dimensions 16 x 6 x 16 inches,0," March 31, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,"The line under my sink says 1/2"" compr. What adapters do i need in order to connect your system? The adapter supplied wont fit.","Hi Alex, The feedwater adapter included with the US31 can fit your 1/2"" comp water line. No additional fitting is needed.iSpring Water Systems, LLC",0," January 18, 2022",Customer S.
iSpring,B008H71Q4C,ICEK,Does this remove floride,"This filter does not remove fluoride. The only filters that will reject fluoride is either a reverse osmosis membrane or activated alumina.Kindest,iSpring Water Systems ",0," May 13, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,Can i add an alkaline filter to this 3 stage system? it see ispring sells one (aisn b00fblgd1s). should it be added after the 3 stage filters?,"Thank you for the question. This system does not remove minerals from the water so there would be no need to add this filter to the system. That being said, you absolutely could add it if you'd like and it would be installed after the 3rd stage filter.Kindest,iSpring Team ",0," April 23, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,How long is supplied supply hose ?,"Hi there, The supplied hose is 10 ft. 5 ft for the feed water adapter and another 5 ft for the faucet connection. Please reach out to our customer service team for more questions. We're always ready to help.iSpring Water Systems, LLC",0," January 30, 2023",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Can i use my own faucet?,"Hello Kacy,As long as the faucet you want to use is compatible with the iSpring US31 System, you can. If not, in order for the system to function correctly you will have to use the faucet that comes included with the iSpring US31 system.Let me know if you have any other questions, I will be here to assist you. ",0," December 9, 2019",A manufacturer
iSpring,B008H71Q4C,ICEK,what percentage of chloramine does this remove?,"Hi,Unfortunately this system does not remove/reduce chloramine. You would need an RO system!",0," April 24, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,How can I obtain additional thread adapters? I am looking for a male threaded 7/16 to 1/4 push connect and also a female threaded 7/16 to 1/4 push con,"-Hello,Unfortunately we don't have 7/16 to 1/4 fittings. I will share this Link with you; https://www.123filter.com/ac/index.php?rt=product/category&path=119_118_79...this are all the fittings we have available. For more information you can call our offic",0," March 19, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,"My original tubing is 3.5mm id & 6mm od. Can this fix? (Sry, I don’t know in inches)",Yes it will work. It’s 1/4”od =6.35mm. Hope this help,0," June 20, 2020","Yes it will work. It’s 1/4”od =6.35mm. Hope this help
choung kavan · June 20, 2020"
iSpring,B008H71Q4C,ICEK,what is the average time that I will need to change these filters considering that I am on a municipal water supply? What is the cost of one set?,Depends on what you purchase,0," January 21, 2019",Gerald Walters
iSpring,B008H71Q4C,ICEK,What do i need to make this work with the whirlpool ro system?,"Hi Gordon,As long as your Whirlpool RO system uses 1/4"" tubing, then this ice maker kit will work by itself. The T-fitting will be installed on the line that goes directly to the faucet, and you will use a line that branches off to connect to your refrigerator. I would contact Whirlpool to make absolutely sure. If you have any questions or need additional assistance, please contact us at support@123filter.com or call us at (678) 261-7611.Thanks,iSpring Water Systems, LLC ",0," December 4, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,"Is there a tee to hook up an refrigerator ice maker, if not where would I buy a tee?",Call the company that made it,0," March 4, 2022",Bob Thul
iSpring,B008H71Q4C,ICEK,This work with frizzlife ?,"I really like this product. It installed easily. the only issue is I needed to purchase two 3/8"" to 1/4"" slip connectors as the cold water feed to the faucet is 3/8"" and the water line to the fridge is 1/4"". I cut extra length out of the feed line, cut it in half and used it to connect the pieces. Fairly straight forward! I love the taste of the cold water and not having to purchase filters for the refrigerator. Good Luck! ",0," June 16, 2019",Jeff Lesmeister
iSpring,B008H71Q4C,ICEK,"Are the filters and housing in this unit compatible with other manufacturer's 10-inch filters. for example can i purchase ge 10"" filters and use them?","Hi there, Yes! To be sure, you can purchase this filter pack for your US31 systemhttps://www.amazon.com/iSpring-F6CTO-1-Year-Water-Filter/dp/B06XR9338TPlease reach out to our customer service team if you have additional questions. We're always ready to help.iSpring Water Systems, LLC ",0," September 10, 2021",Customer S.
iSpring,B008H71Q4C,ICEK,Does it restrict water pressure,"Hi,No, as long as you have a feed water pressure of 40-95 PSI it should work just fine. Output pressure depends on your feed water pressure. For more details, please contact us at (678)261-7611 or visit our website and click the ""Support"" link on top to create a support ticket.Thanks,iSpring Water Systems LLC ",0," July 8, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Shouldn't a storage tank also be pictured (i.e. installed) downstream of the filter cartridges that appear in the refrigerator diagram?,Should the refrigerator line come straight from the storage tank or the RO system?,0," January 7, 2018",Hobby Baker
iSpring,B008H71Q4C,ICEK,Does this require Power?,"Hi Lynn, The US31 does not require power to work. You'll only need to install it in your cold water line. Please reach out to our customer service team for further assistance.iSpring Water Systems, LLC",0," October 10, 2021",A manufacturer
iSpring,B008H71Q4C,ICEK,"I hooked up the line, verified connections are good, etc, but my ice maker will not make ice after hooking it up. Has anyone else had this happen?","Thank you for the question! Please make sure the refrigerator is no more than 20' from the filter system. You also may need to remove the filter that is inside the fridge because it can restrict the water pressure.Kindest,iSpring Team ",0," July 10, 2018",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,Is there a spec sheet that shows specifically what is removed (and by what percentage)?,"Not detailed, but they have information about the impurities treated.",0," April 7, 2021","Not detailed, but they have information about the impurities treated.
Ankit Lodaya · April 7, 2021"
iSpring,B008H71Q4C,ICEK,What is the maximum hole size that the faucet will cover?,"Hi,The maximum diameter of the faucet hole is 1.5"" inches. The diameter of the hole in the counter-top can be as small as 0.5"" inches in diameter up to a maximum of 1.5"" inches in diameter. Please contact our office at 678-261-7611 if you have any questions.Thank you,iSpring Water Systems LLC ",0," March 28, 2019",iSpring Water Systems
iSpring,B008H71Q4C,ICEK,is the tubing 1/4 ID and 3/8 OD?,"You are customer service and you don't know? Most of the tube is 1/4 to hook up the R/O,It doesn't say anything about ID and OD",0," March 21, 2014",Bill G.
iSpring,B008H71Q4C,ICEK,Can this be used with soft water?,"Hi,This system can be used after a water softener.",0," April 19, 2021",Customer S.
iSpring,B008H71Q4C,ICEK,Can i purchase one a little longer than 20 ft? i may need 25 ft for my new home and i live in alpharetta ga. i'd be happy to go to your office.,,0,,
iSpring,B008H71Q4C,ICEK,Specifically which nsf/ansi standard[s] is the tube certified to meet?,"Hi Anomie, Thank you for your question. We just want to be clear that there's no NSF/ANSI certification for this product just yet but it was tested by an independent third party to meet NSF/ANSI 61 standards. Rest assured that no chemicals or any materials will leach to your filtered water.iSpring Water Systems, LLC",0," January 16, 2022",Customer S.
iSpring,B008H71Q4C,ICEK,Does the faucet have an air gap hole?,"Hi,No. The faucet included in the package is non-air-gap and it doesn't have an air gap hole.For immediate assistance, please call us at 678-261-7611 or visit our website and click the ""Support"" link on top to create a support ticket. We will respond within 24 business hours.Thanks,iSpring Water Systems LLC ",0," June 13, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Can I use the water line from behind the refrigerator? Would water pressureor the water line be an issue? (Space is not an issue for me),"I believe this was listed as under the sink unit and that is what we are using it for. it is connected to the main water line under the sink, I suppose it would work behind the refrigerator, but I would ask the manufacture.",0," June 22, 2021",Tammie Soto
iSpring,B008H71Q4C,ICEK,My water line has a copper saddle valve under the shut off valve. How can i still make this work?,Saddle valve should be coming from main water line. Close it. Cut or remove that line and add filter line.,0," August 18, 2018",J. G.
iSpring,B008H71Q4C,ICEK,I can’t remove the tube using the blue collet ? The manual says to releas pull while pushing the blue collet but once you push it stays there ?,"Thank you for the question! You would just need to remove the blue clip from the fitting and then push in the sleeve that the clip was holding in place. Once that sleeve is pushed into the fitting you can then pull out the tubing.Kindest,iSpring Team ",0," October 22, 2018",Customer S.
iSpring,B008H71Q4C,ICEK,"I live in a town where water is expensive and filled with lime, rust and calcium, will it remove all that? So tired of buying bottled water!","Hello,Thank you for contacting support. The water flows through PP sediment filtration, dual CTO carbon filtration, and the 2nd layer contains unique GAC filtration.It removes common sediments in drinking water, like dust, sand, particles, dirt and rust. Effectively removes lead, arsenic, heavy metals, VOCs and harmful chemicals cloudiness and colors and more. It also can control bacteria and parasites and remove chlorine taste and odor. For more information you can contact us at (678) 261-7611. ",0," January 5, 2020",A manufacturer
iSpring,B008H71Q4C,ICEK,?i need Water Line 30 foot long can you send,No,0," September 13, 2022",delia
iSpring,B008H71Q4C,ICEK,Does the body part with the on/off leaver supposed to move or be stationary?,"Hi Reed, it should be stationary. Please don't hesitate to reach out to our customer service team if you feel that there's an issue and we'll make sure that everything is resolved.iSpring Water Systems, LLC",0," June 23, 2021",A manufacturer
iSpring,B008H71Q4C,ICEK,Why does my water still have a lot of tiny bubbles and not taste good after installing I spring?,"Hi,We apologize for the inconvenience. Cloudy water, also known as white water, is caused by air bubbles in the water. It is completely harmless and it will go away with system use. In regards the bad taste issue I will advice you to open a support ticket at https://www.123filter.com/ost/open.php?topicId=13 to further assist you. ",0," April 29, 2020",Customer S.
iSpring,B008H71Q4C,ICEK,Why is this out of stock everywhere? Does it mean it had been discontinued or when will this filter be available?,My system is only 4 months old,0," August 8, 2019",Jean Akre
iSpring,B008H71Q4C,ICEK,Is this clear or white tubing?,"Hi,The tubing in this is white. If you have any questions or need additional assistance, please contact us at support@123filter.com or call us at (678) 261-7611.Thanks,iSpring Water Systems, LLC ",0," December 29, 2020",Customer S.
